".smooth",".type",".by",".estimate",".se","log_ircw_z","timeindex","region",".lower_ci",".upper_ci"
"s(timeindex):regionchungbuk","TPRS","region",1.22201593223946,0.122593511283145,NA,14.7070707070707,"chungbuk",0.981737065386188,1.46229479909273
"s(timeindex):regionchungbuk","TPRS","region",0.995243284152341,0.121944673561804,NA,15.3030303030303,"chungbuk",0.756236115864711,1.23425045243997
"s(timeindex):regionchungbuk","TPRS","region",0.784945970061575,0.122334428555056,NA,15.8989898989899,"chungbuk",0.545174896024378,1.02471704409877
"s(timeindex):regionchungbuk","TPRS","region",0.601372206161967,0.121820224072327,NA,16.4949494949495,"chungbuk",0.362608954391606,0.840135457932328
"s(timeindex):regionchungbuk","TPRS","region",0.453485554426321,0.120135429042327,NA,17.0909090909091,"chungbuk",0.218024440236092,0.688946668616549
"s(timeindex):regionchungbuk","TPRS","region",0.347691004595102,0.118463111237372,NA,17.6868686868687,"chungbuk",0.115507573073291,0.579874436116913
"s(timeindex):regionchungbuk","TPRS","region",0.285060499989825,0.118376095984806,NA,18.2828282828283,"chungbuk",0.0530476152291487,0.517073384750502
"s(timeindex):regionchungbuk","TPRS","region",0.260778975254093,0.119537267090241,NA,18.8787878787879,"chungbuk",0.0264902369468752,0.49506771356131
"s(timeindex):regionchungbuk","TPRS","region",0.263953382288751,0.120195280818986,NA,19.4747474747475,"chungbuk",0.0283749607718607,0.499531803805641
"s(timeindex):regionchungbuk","TPRS","region",0.278568435960958,0.119588800603834,NA,20.0707070707071,"chungbuk",0.0441786938231007,0.512958178098815
"s(timeindex):regionchungbuk","TPRS","region",0.286660347086137,0.118251658754888,NA,20.6666666666667,"chungbuk",0.0548913548144354,0.518429339357839
"s(timeindex):regionchungbuk","TPRS","region",0.271102840004023,0.117683171399047,NA,21.2626262626263,"chungbuk",0.0404480624754365,0.501757617532609
"s(timeindex):regionchungbuk","TPRS","region",0.219428024772474,0.118068764845793,NA,21.8585858585859,"chungbuk",-0.0119825020244093,0.450838551569358
"s(timeindex):regionchungbuk","TPRS","region",0.125478518850693,0.118213030441526,NA,22.4545454545455,"chungbuk",-0.106214763318035,0.357171801019422
"s(timeindex):regionchungbuk","TPRS","region",-0.00813585476205159,0.117425488134775,NA,23.050505050505,"chungbuk",-0.238285582373245,0.222013872849142
"s(timeindex):regionchungbuk","TPRS","region",-0.172722490030456,0.116109746378813,NA,23.6464646464646,"chungbuk",-0.40029341118701,0.0548484311260984
"s(timeindex):regionchungbuk","TPRS","region",-0.353750177830256,0.115878564514078,NA,24.2424242424242,"chungbuk",-0.58086799085805,-0.126632364802462
"s(timeindex):regionchungbuk","TPRS","region",-0.536054205553501,0.117098285012067,NA,24.8383838383838,"chungbuk",-0.765562626828558,-0.306545784278444
"s(timeindex):regionchungbuk","TPRS","region",-0.705707027803864,0.118459893462756,NA,25.4343434343434,"chungbuk",-0.937884152603319,-0.47352990300441
"s(timeindex):regionchungbuk","TPRS","region",-0.854495120924639,0.118646290877625,NA,26.030303030303,"chungbuk",-1.08703757794405,-0.621952663905232
